anime_id,name,genre,type,episodes,rating,members
296,Dragon Drive,"Action, Adventure, Comedy, Fantasy, School, Sci-Fi, Shounen",TV,38,6.88,14232
297,Grenadier: Hohoemi no Senshi,"Action, Adventure, Comedy, Ecchi, Shounen",TV,12,6.83,37919
298,.hack//Tasogare no Udewa Densetsu,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen",TV,12,6.75,47679
299,.hack//Liminality,"Game, Mystery, Sci-Fi",OVA,4,6.74,24304
300,3x3 Eyes,"Action, Demons, Fantasy, Horror, Romance",OVA,4,6.97,15683
301,Cinderella Boy,"Action, Adventure, Comedy, Mystery",TV,13,6.38,3246
302,Mirai Shounen Conan,"Adventure, Drama, Sci-Fi",TV,26,8.16,15557
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,"Comedy, Magic, Supernatural",TV,48,7.04,15937
304,Aa! Megami-sama! Movie,"Comedy, Magic, Romance, Seinen, Supernatural",Movie,1,7.65,29330
305,Abashiri Ikka,"Action, Comedy, Shounen",OVA,4,5.64,2000
306,Abenobashi Mahou¡uShoutengai,"Comedy, Ecchi, Fantasy, Parody",TV,13,7.38,47752
307,Kerokko Demetan,"Comedy, Fantasy, Kids",TV,39,6.04,533
308,Zettai Shounen,"Drama, Fantasy, Mystery, Sci-Fi, Shounen",TV,26,7.06,11165
309,Akahori Gedou Hour Rabuge,"Comedy, Magic, Parody",TV,13,6.3,3271
310,"Chiisana Obake Acchi, Kocchi, Socchi","Comedy, Supernatural",TV,50,6.17,1226
311,Ace wo Nerae!,"Drama, Romance, School, Shoujo, Sports",TV,26,7.08,3945
312,Ace wo Nerae!: Final Stage,"Action, Drama, Sports",OVA,12,6.61,714
313,Ace wo Nerae! (1979),"Drama, Romance, School, Shoujo, Sports",Movie,1,6.95,1564
314,Ace wo Nerae! 2,"Drama, Shoujo, Sports",OVA,13,6.81,890
315,Xiao Qian,"Action, Drama, Fantasy, Romance",Movie,1,6.76,1823
316,Nageki no Kenkou Yuuryouji,"Comedy, Hentai, Yuri",OVA,3,6.4,2594
317,Final Fantasy VII: Advent Children,"Action, Fantasy, Super Power",Movie,1,7.94,138659
318,Hand Maid May,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,10,6.85,17895
319,Happy World!,"Comedy, Ecchi, Fantasy, Romance",OVA,3,6.11,4348
320,A Kite,"Action, Drama, Hentai, Police",OVA,2,6.72,27941
321,Najica Dengeki Sakusen,"Action, Comedy, Ecchi, Sci-Fi",TV,12,6.08,9605
322,Paradise Kiss,"Comedy, Drama, Josei, Romance, Slice of Life",TV,12,7.93,86380
323,Mousou Dairinin,"Drama, Mystery, Police, Psychological, Supernatural, Thriller",TV,13,7.74,137687
324,Mobile Police Patlabor: On Television,"Comedy, Mecha, Police, Sci-Fi",TV,47,7.72,16130
325,Peach Girl,"Drama, Romance, Shoujo, Slice of Life",TV,25,7.16,49508
326,Petshop of Horrors,"Horror, Josei, Mystery, Supernatural",TV,4,7.41,32696
327,Puchi Puri Yuushi,"Comedy, Fantasy, Magic, Shoujo",TV,26,7.54,8030
328,Piano,"Drama, Music, Romance, Shoujo, Slice of Life",TV,10,6.1,5674
329,Planetes,"Drama, Romance, Sci-Fi, Seinen, Space",TV,26,8.38,105044
330,Midori no Hibi,"Comedy, Drama, Ecchi, Romance, Shounen",TV,13,7.45,87938
331,Mahoujin Guru Guru,"Adventure, Comedy, Fantasy, Magic, Shounen",TV,45,7.75,3725
332,Dokidoki Densetsu: Mahoujin Guru Guru,"Adventure, Comedy, Fantasy, Magic, Shounen",TV,38,7.42,1625
333,Mama wa Shougaku 4 Nensei,"Comedy, Drama, Sci-Fi",TV,51,7.31,1711
334,Marmalade Boy,"Comedy, Drama, Romance, Shoujo",TV,76,7.64,24745
335,Matantei Loki Ragnarok,"Comedy, Magic, Mystery, Shounen, Supernatural",TV,26,7.42,25098
336,Ginyuu Mokushiroku Meine Liebe,"Fantasy, Shoujo",TV,13,6.54,9540
337,Psychic Academy,"Comedy, Romance, Supernatural",TV,24,6.36,7751
338,Rose of Versailles,"Adventure, Drama, Historical, Romance, Shoujo",TV,40,8.4,32188
339,Serial Experiments Lain,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural",TV,13,7.99,215829
340,Mutsu Enmei Ryuu Gaiden: Shura no Toki,"Action, Historical, Martial Arts, Samurai, Shounen",TV,26,7.68,13959
341,Spiral: Suiri no Kizuna,"Drama, Mystery, Shounen",TV,25,7.38,36187
342,Starship Operators,"Drama, Military, Sci-Fi, Space",TV,13,7.1,9704
343,Tsukuyomi: Moon Phase,"Comedy, Fantasy, Romance, Seinen, Vampire",TV,25,7.16,44874
344,Futatsu no Spica,"Drama, School, Sci-Fi, Supernatural",TV,20,7.47,5894
345,Eikoku Koi Monogatari Emma,"Drama, Historical, Romance, Seinen, Slice of Life",TV,12,7.81,23877
346,W: Wish,"Drama, Harem, Romance, School, Slice of Life",TV,13,6.3,10523
347,Wild Arms: Twilight Venom,"Action, Adventure, Fantasy, Magic, Sci-Fi, Vampire",TV,22,6.75,4750
348,Binzume Yousei,"Comedy, Fantasy, Magic, Slice of Life",TV,13,6.55,12852
349,Magical Canan,"Drama, Fantasy, Magic, Supernatural",TV,13,6.42,2942
350,Ojamajo Doremi,"Comedy, Magic",TV,51,7.19,19222
351,Ojamajo Doremi Sharp,"Comedy, Magic, Shoujo",TV,49,7.32,7878
352,Motto! Ojamajo Doremi,"Comedy, Fantasy, Magic, Shoujo",TV,50,7.29,8760
353,Ojamajo Doremi Dokkaan!,"Comedy, Magic, Shoujo",TV,51,7.52,5971
354,UG¡uUltimate Girls,"Comedy, Ecchi, Magic, Sci-Fi",TV,12,5.73,6025
355,Shakugan no Shana,"Action, Drama, Fantasy, Romance, School, Supernatural",TV,24,7.74,297058
356,Fate/stay night,"Action, Fantasy, Magic, Romance, Supernatural",TV,24,7.58,374880
357,Bokusatsu Tenshi Dokuro-chan,"Comedy, Ecchi, Magic",OVA,4,6.85,117080
358,"Iriya no Sora, UFO no Natsu","Drama, Romance, Sci-Fi",OVA,6,7.12,18254
359,I&#039;ll/CKBC,"Action, School, Shounen, Sports",OVA,2,6.52,3425
360,Himiko-den,"Adventure, Drama, Fantasy, Supernatural",TV,12,6.4,3731
361,Memories Off,"Drama, Romance",OVA,3,6.05,4488
362,Memories Off 2nd,"Drama, Romance",OVA,3,6.45,2750
363,Memories Off 3.5,"Drama, Romance",OVA,4,6.45,2321
364,Gallery Fake,"Mystery, Seinen",TV,37,7.62,6806
365,Fake,"Comedy, Mystery, Police, Romance, Shounen Ai",OVA,1,6.68,10926
366,AIKa,"Action, Adventure, Comedy, Ecchi, Sci-Fi",OVA,7,6.04,17545
367,Akazukin Chacha OVA,"Comedy, Fantasy, Magic",OVA,3,7.2,1659
368,Bible Black,Hentai,OVA,6,6.88,31309
369,Boogiepop wa Warawanai: Boogiepop Phantom,"Dementia, Drama, Horror, Mystery, Psychological, Supernatural",TV,12,7.27,47280
370,Burn Up Excess,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi, Shounen",TV,13,6.71,6402
371,Cardcaptor Sakura Movie 1,"Comedy, Drama, Fantasy, Magic, Shoujo",Movie,1,7.74,56327
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo",Movie,1,8.28,60637
373,Bannou Bunka Neko-Musume,"Adventure, Comedy, Mecha, Sci-Fi, Seinen",OVA,6,6.8,6122
374,Bannou Bunka Neko-Musume DASH!,"Action, Comedy, Ecchi, Romance, Sci-Fi",OVA,12,6.54,3473
375,Bannou Bunka Neko-Musume (1998),"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen",TV,12,6.69,4038
376,Elfen Lied Special,"Drama, Ecchi, Horror, Psychological, Supernatural",Special,1,7.34,116129
377,eX-Driver,"Action, Adventure, Cars, Comedy, Sci-Fi, Shounen",OVA,6,6.88,5217
378,eX-Driver the Movie,"Action, Adventure, Cars, Comedy, Sci-Fi, Shounen",Movie,1,6.85,2791
379,Heppoko Jikken Animation Excel?Saga,"Comedy, Parody, Sci-Fi, Shounen",TV,26,7.57,68198
380,Fushigi Yuugi OVA,"Adventure, Comedy, Fantasy, Historical, Romance, Shoujo",OVA,3,7.26,14863
381,Fushigi Yuugi OVA 2,"Adventure, Drama, Fantasy, Historical, Martial Arts, Romance, Shoujo",OVA,6,7.37,13508
382,Futari Ecchi,"Comedy, Ecchi, Romance, Seinen, Slice of Life",OVA,4,6.55,19907
383,Galaxy Angel,"Comedy, Sci-Fi",TV,24,7.14,17601
384,Gantz,"Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",TV,13,7.27,165335
385,Gilgamesh,"Drama, Fantasy, Sci-Fi, Supernatural",TV,26,6.8,25332
386,H2,"Comedy, Romance, Shounen, Sports",TV,41,7.39,4450
387,Haibane Renmei,"Drama, Fantasy, Mystery, Psychological, Slice of Life",TV,13,8.07,120731
388,Capeta,"Cars, Shounen, Sports",TV,52,7.91,9711
389,Karas,"Action, Fantasy, Sci-Fi",OVA,6,7.54,44108
390,Suzuka,"Drama, Romance, Sports",TV,26,7.35,64161
391,Tales of Phantasia The Animation,"Adventure, Fantasy, Shounen",OVA,4,6.96,16455
392,Yuu¡uYuu¡uHakusho,"Action, Comedy, Demons, Fantasy, Martial Arts, School, Shounen",TV,112,8.47,195017
393,Escaflowne,"Adventure, Drama, Fantasy, Mecha, Romance, Sci-Fi, Shoujo",Movie,1,7.19,37379
394,Ai Yori Aoshi: Enishi,"Comedy, Drama, Harem, Romance, Slice of Life",TV,12,7.25,37944
395,Gantz 2nd Stage,"Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",TV,13,7.29,87240
396,Seikai no Senki,"Action, Military, Romance, Sci-Fi, Space",TV,13,7.86,18580
397,Seikai no Senki II,"Action, Military, Romance, Sci-Fi, Space",TV,10,7.97,13888
398,Seikai no Senki III,"Action, Military, Romance, Sci-Fi, Space",OVA,2,7.84,11044
399,Seikai no Senki Special,"Action, Military, Romance, Sci-Fi, Space",Special,1,7.5,2216
400,Seihou Bukyou Outlaw Star,"Action, Adventure, Comedy, Sci-Fi, Space",TV,24,7.98,78600
401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,"Drama, Historical, Romance, Samurai, Shounen",OVA,2,8.1,49454
402,Otogi Juushi Akazukin OVA,"Adventure, Comedy, Fantasy, Magic",OVA,1,6.7,1030
403,Hanaukyou Maid-tai,"Comedy, Ecchi, Harem, Romance",TV,12,6.72,19053
404,Bastard!!: Ankoku no Hakaishin,"Action, Adventure, Comedy, Ecchi, Fantasy, Seinen",OVA,6,6.92,20619
405,Blood: The Last Vampire,"Horror, Supernatural, Vampire",Movie,1,7.01,67778
406,Buzzer Beater,"Shounen, Sports",TV,13,6.73,8439
407,Tantei Gakuen Q,"Comedy, Drama, Mystery, Police, Shounen",TV,45,7.87,16591
408,Final Fantasy VII: Last Order,"Action, Adventure, Drama, Fantasy, Sci-Fi",OVA,1,7.46,48041
411,Gun x Sword,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,26,7.38,45921
412,Kore ga Watashi no Goshujinsama,"Comedy, Ecchi, Slice of Life",TV,12,6.69,57646
413,Hametsu no Mars,"Horror, Sci-Fi",OVA,1,2.37,27557
415,Tonari no Yamada-kun,"Comedy, Slice of Life",Movie,1,7.36,16442
416,Kurenai no Buta,"Action, Adventure, Comedy, Drama, Historical, Military, Romance",Movie,1,8.03,74028
417,Ragnarok the Animation,"Action, Fantasy, Magic",TV,26,6.57,32711
418,Ranma ?: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,"Adventure, Comedy, Shounen",Movie,1,7.39,13073
419,Samurai Deeper Kyou,"Adventure, Comedy, Historical, Shounen, Supernatural",TV,26,7.02,38580
420,Spriggan,"Adventure, Military, Sci-Fi, Shounen",Movie,1,6.81,13256
421,Stratos 4,"Comedy, Military, Sci-Fi, Shounen",TV,13,6.75,6909
422,Stratos 4 OVA,"Comedy, Military, Sci-Fi, Shounen",OVA,2,6.86,2133
423,Stratos 4 Advance,"Comedy, Military, Sci-Fi, Shounen",OVA,6,6.95,2448
424,Dirty Pair,"Adventure, Comedy, Police, Sci-Fi",TV,24,7.22,9131
425,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,"Comedy, Shounen Ai, Sports",OVA,2,6.62,4085
426,Final Fantasy,"Action, Adventure, Comedy, Fantasy",OVA,4,6.25,10325
427,Kaleido Star,"Comedy, Drama, Fantasy, Shoujo",TV,51,8.05,42253
428,Kaleido Star: Aratanaru Tsubasa - Extra Stage,"Adventure, Comedy, Drama, Shoujo",OVA,1,7.68,9248
429,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,"Comedy, Drama, Shoujo",OVA,1,8,9268
430,Fullmetal Alchemist: The Conqueror of Shamballa,"Comedy, Drama, Fantasy, Historical, Military, Shounen",Movie,1,7.74,186465
431,Howl no Ugoku Shiro,"Adventure, Drama, Fantasy, Romance",Movie,1,8.74,333186
432,Iria: Zeiram The Animation,"Action, Adventure, Sci-Fi, Space",OVA,6,7.21,10208
433,"Kumo no Mukou, Yakusoku no Basho","Drama, Military, Romance, Sci-Fi",Movie,1,7.89,103975
434,Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,"Action, Adventure, Fantasy",OVA,1,5.66,3367
435,Magic Knight Rayearth,"Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",TV,20,7.53,34141
437,Perfect Blue,"Dementia, Drama, Horror, Psychological",Movie,1,8.23,117565
438,Phantom The Animation,"Action, Drama, Shounen",OVA,3,6.66,9285
439,RG Veda,"Adventure, Drama, Fantasy",OVA,2,6.28,5070
440,Shoujo Kakumei Utena,"Drama, Fantasy, Psychological, Shoujo",TV,39,8.22,77464
441,Shoujo Kakumei Utena: Adolescence Mokushiroku,"Dementia, Drama, Fantasy, Romance, Shoujo",Movie,1,7.59,22219
442,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,"Adventure, Comedy, Drama, Historical, Shounen, Supernatural",Movie,1,7.17,120571
443,Onegai¡uTeacher: Himitsu na Futari,"Comedy, Ecchi, Romance, Sci-Fi",OVA,1,7.42,32134
444,Maria-sama ga Miteru: Haru,"Drama, Romance, School, Shoujo, Shoujo Ai",TV,13,7.85,14983
445,Tales of Eternia The Animation,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,13,6.32,11582
446,Weis Kreuz Gluhen,"Action, Drama, Shounen",TV,13,6.72,7043
447,Weis Kreuz,"Action, Drama, Shounen",TV,25,6.84,13039
448,Tenjou Tenge: The Ultimate Fight,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",OVA,2,7.18,29039
449,InuYasha: Guren no Houraijima,"Adventure, Comedy, Demons, Drama, Historical, Romance, Shounen, Supernatural",Movie,1,7.62,50008
450,InuYasha: Kagami no Naka no Mugenjo,"Adventure, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural",Movie,1,7.75,54854
451,InuYasha: Tenka Hadou no Ken,"Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural",Movie,1,7.89,51079
452,InuYasha: Toki wo Koeru Omoi,"Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Super Power",Movie,1,7.69,51354
454,.hack//Gift,"Comedy, Fantasy, Game",OVA,1,6.37,15411
455,Fantastic Children,"Adventure, Fantasy, Mystery, Romance, Sci-Fi",TV,26,7.67,17773
456,Gokujou Seitokai,"Comedy, School, Slice of Life",TV,26,7.06,12234
457,Mushishi,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",TV,26,8.78,300030
458,Buttobi!! CPU,"Comedy, Ecchi, Magic, Sci-Fi, Seinen",OVA,3,6.44,3968
459,One Piece Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.25,46455
460,One Piece Movie 2: Nejimaki-jima no Daibouken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.33,37792
461,One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.18,36558
462,One Piece Movie 4: Dead End no Bouken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.76,39946
463,One Piece Movie 5: Norowareta Seiken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.44,35357
464,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,"Adventure, Comedy, Fantasy, Shounen",Movie,1,7.77,37792
465,One Piece Movie 7: Karakuri-jou no Mecha Kyohei,"Adventure, Comedy, Fantasy, Shounen",Movie,1,7.46,33028
466,One Piece: Taose! Kaizoku Ganzack,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",OVA,1,6.87,17240
467,Ghost in the Shell: Stand Alone Complex,"Action, Mecha, Military, Police, Sci-Fi, Seinen",TV,26,8.47,194491
468,Ghost in the Shell 2: Innocence,"Mecha, Military, Police, Psychological, Sci-Fi",Movie,1,7.93,85714
469,Karin,"Comedy, Romance, School, Shounen, Vampire",TV,24,7.33,106142
470,Okusama wa Joshikousei (TV),"Comedy, Drama, Romance, Slice of Life",TV,13,6.45,14010
471,To Heart 2,"Comedy, Drama, Harem, Romance, School, Slice of Life",TV,13,6.65,13877
472,To Heart,"Drama, Harem, Romance, School, Slice of Life",TV,13,6.7,16757
473,Tide-Line Blue,"Action, Adventure, Drama, Military, Shounen",TV,12,6.77,4670
474,Macross Plus,"Drama, Mecha, Military, Romance, Sci-Fi, Space",OVA,4,7.82,23138
475,Hotori: Tada Saiwai wo Koinegau,"Drama, Sci-Fi",Movie,1,7.14,3701
476,Ginban Kaleidoscope,"Drama, Romance, Sports",TV,12,7.48,29837
477,Aria The Animation,"Fantasy, Sci-Fi, Shounen, Slice of Life",TV,13,7.79,76913
478,Sousei no Aquarion,"Action, Mecha, Romance, Sci-Fi, Super Power, Supernatural",TV,26,7.2,46647
479,The Law of Ueki,"Adventure, Comedy, Drama, Shounen, Supernatural",TV,51,7.88,60027
481,Yu¡uGi¡uOh! Duel Monsters,"Adventure, Game, Shounen",TV,224,7.57,132099
482,Yu¡uGi¡uOh!: Duel Monsters GX,"Action, Comedy, Fantasy, Game, Shounen",TV,180,7.23,74331
483,Kurau Phantom Memory,"Action, Drama, Sci-Fi, Space, Super Power",TV,24,7.46,17463
484,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,"Adventure, Shounen, Supernatural",Movie,1,7.48,6442
485,Damekko Doubutsu,Comedy,TV,26,7.43,8024
486,Kino no Tabi: The Beautiful World,"Action, Adventure, Slice of Life",TV,13,8.46,102822
487,Girls Bravo: Second Season,"Comedy, Ecchi, Fantasy, Harem, Romance, School",TV,13,6.9,57110
488,Ichigo Mashimaro,"Comedy, Slice of Life",TV,12,7.77,46333
489,Kamichu!,"Comedy, Drama, Slice of Life, Supernatural",TV,12,7.51,33053
490,Paniponi Dash!,"Comedy, Parody, School",TV,26,7.57,38532
492,Armitage III: Dual-Matrix,"Action, Adventure, Mecha, Sci-Fi",Movie,1,7.01,11524
493,Armitage III: Poly-Matrix,"Action, Adventure, Mecha, Military, Police, Romance, Sci-Fi",Movie,1,7.18,9186
495,Bakuretsu Hunters,"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen, Supernatural",TV,26,6.86,10667
496,Kamui no Ken,"Adventure, Drama, Fantasy, Historical, Shounen",Movie,1,6.72,2776
497,Yami to Boushi to Hon no Tabibito,"Adventure, Ecchi, Fantasy, Magic, Mystery, Shoujo Ai",TV,13,6.73,19237
498,Haja Taisei Dangaiou,"Action, Adventure, Mecha, Sci-Fi",OVA,3,6.27,2350
499,Makai Toshi Shinjuku,"Adventure, Horror, Romance, Shounen, Supernatural",OVA,1,6.36,7293
501,Doraemon,"Adventure, Comedy, Fantasy, Kids, Shounen",TV,26,7.49,9366
502,Dragon Ball Movie 1: Shen Long no Densetsu,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.05,30279
503,Eien no Aselia,"Adventure, Drama, Fantasy",OVA,2,5.67,3132
504,Fatal Fury: The Motion Picture,"Action, Adventure, Drama, Martial Arts, Romance, Shounen",Movie,1,6.75,7101
505,Fushigiboshi no¡uFutagohime,"Comedy, Magic, Shoujo",TV,51,7.45,5074
506,Glass no Kamen,"Drama, Romance, Shoujo",TV,23,7.52,4218
507,Gravitation: Lyrics of Love,"Comedy, Romance, Shoujo, Shounen Ai",OVA,2,7.12,22015
508,Tottoko Hamtarou,"Adventure, Comedy, Kids",TV,296,7.03,29433
509,I My Me! Strawberry Eggs,"Comedy, Drama, Romance, School, Slice of Life",TV,13,6.93,25043
510,Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,"Comedy, Drama, Harem, Romance, School",TV,13,5.99,3334
511,Kidou Shinsengumi Moeyo Ken TV,"Adventure, Comedy, Fantasy, Historical",TV,13,6.33,3424
512,Majo no Takkyuubin,"Adventure, Comedy, Drama, Fantasy, Magic, Romance",Movie,1,8.27,152331
513,Tenkuu no Shiro Laputa,"Adventure, Fantasy, Romance, Sci-Fi",Movie,1,8.38,151061
514,Cossette no Shouzou,"Drama, Horror, Magic, Psychological, Romance, Supernatural",OVA,3,7,40318
515,Hajimari no Boukensha-tachi: Legend of Crystania,"Action, Adventure, Fantasy, Magic, Supernatural",Movie,1,6.15,2893
516,Keroro Gunsou,"Comedy, Sci-Fi, Shounen",TV,358,7.93,31632
517,School Rumble Ichi Gakki Hoshuu,"Comedy, Romance, School, Shounen",OVA,2,7.85,40868
518,Mahou no Princess Minky Momo,"Magic, Shoujo",TV,63,6.79,2229
519,Mahoraba: Heartful days,"Comedy, Drama, Romance, Shounen",TV,26,7.45,16764
520,Marmalade Boy Movie,"Romance, Shoujo",Movie,1,7.5,5641
521,Mermaid Melody Pichi Pichi Pitch,"Adventure, Comedy, Magic, Romance, Shoujo",TV,52,7.11,32296
522,Metropolis,"Adventure, Drama, Police, Romance, Sci-Fi, Shounen",Movie,1,7.62,44030
523,Tonari no Totoro,"Adventure, Comedy, Supernatural",Movie,1,8.48,271484
524,Onegai¡uTwins: Natsu wa Owaranai,"Comedy, Drama, Romance",OVA,1,7.14,22614
525,Otogizoushi,"Adventure, Drama, Fantasy, Historical",TV,26,7.1,10591
526,Boku no Chikyuu wo Mamotte,"Drama, Sci-Fi, Shoujo",OVA,6,7.29,7254
527,Pokemon,"Action, Adventure, Comedy, Fantasy, Kids",TV,276,7.43,229157
528,Pokemon: Mewtwo no Gyakushuu,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.66,100089
529,Saishuu Heiki Kanojo,"Drama, Romance, School, Sci-Fi",TV,13,7.31,58051
530,Bishoujo Senshi Sailor Moon,"Demons, Magic, Romance, Shoujo",TV,46,7.71,146521
531,Bishoujo Senshi Sailor Moon R: The Movie,"Drama, Magic, Romance, Shoujo",Movie,1,7.78,33682
532,Bishoujo Senshi Sailor Moon S,"Drama, Magic, Romance, Shoujo",TV,38,7.89,66911
